,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
750,44,No,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,3,Yes,18,3,3,23,3,12,11,11,11
751,50,No,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,0,No,12,3,1,19,3,18,7,0,13
752,36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,1,No,16,3,3,18,3,17,13,15,14
753,39,No,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,1,Yes,13,3,3,21,3,21,6,2,8
754,33,No,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,0,No,19,3,4,3,2,2,2,2,2
755,45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,3,No,13,3,2,26,4,9,3,1,1
756,32,No,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,9,No,12,3,2,10,3,8,7,7,7
757,34,No,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,0,No,11,3,4,16,2,15,1,0,9
758,59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,3,Yes,14,3,3,14,1,6,4,0,4
759,45,No,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,1,No,16,3,1,6,3,6,3,0,4
760,53,No,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,2,No,12,3,1,30,3,15,7,6,12
761,36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,7,No,14,3,2,9,2,1,0,0,0
762,26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,6,Yes,14,3,2,6,3,3,2,1,2
763,34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,1,Yes,19,3,4,1,3,1,1,0,0
764,28,No,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1,No,22,4,2,1,3,1,0,0,0
765,38,No,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,3,No,16,3,1,8,3,2,2,2,2
766,50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,2,Yes,11,3,4,29,2,8,1,7,7
767,37,No,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,3,No,15,3,1,8,2,4,3,0,1
768,40,No,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,1,No,14,3,2,8,2,7,7,7,5
769,26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,1,No,13,3,3,5,3,5,3,1,3
770,46,No,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,9,No,17,3,4,23,3,2,2,2,2
771,54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,6,No,11,3,2,13,3,9,4,7,0
772,56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2,No,19,3,2,18,3,5,4,0,3
773,36,No,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,0,No,11,3,2,15,2,14,8,7,8
774,55,No,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,7,No,15,3,2,31,4,9,7,6,2
775,43,No,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,5,No,13,3,3,18,3,1,0,0,0
776,20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,1,Yes,14,3,2,2,3,2,2,0,2
777,21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1,No,13,3,1,1,2,1,0,1,0
778,46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,8,Yes,23,4,1,19,3,16,13,1,7
779,51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,9,Yes,12,3,3,18,4,10,0,2,7
780,28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,1,No,12,3,1,10,2,10,7,1,9
781,26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,1,No,16,3,1,6,3,5,3,1,3
782,30,No,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,0,No,15,3,3,7,2,6,2,0,2
783,41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,1,No,13,3,3,10,3,10,6,0,8
784,38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,0,No,18,3,1,20,2,19,9,1,9
785,40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,4,No,20,4,4,14,3,11,10,11,1
786,27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,1,No,19,3,4,3,3,3,2,1,2
787,55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,3,No,18,3,2,23,3,3,2,1,2
788,28,No,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3,No,13,3,4,10,4,8,7,1,7
789,44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,9,No,14,3,4,24,3,20,6,3,6
790,33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,4,No,15,3,3,9,3,3,2,1,2
791,35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,0,Yes,22,4,1,9,3,8,7,4,7
792,33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,1,No,22,4,2,14,3,13,7,3,8
793,28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,1,No,16,3,4,4,2,4,2,2,2
794,34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,0,No,17,3,3,7,2,6,2,0,4
795,37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,2,Yes,14,3,3,8,3,1,0,0,0
796,25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,1,Yes,15,3,2,7,4,7,7,5,6
797,26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,1,No,20,4,3,1,2,1,1,0,0
798,33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,4,Yes,20,4,2,5,3,2,2,2,2
799,42,No,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,0,No,17,3,4,23,3,22,6,13,7
800,28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,1,No,15,3,1,1,3,1,0,0,0
801,50,Yes,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,3,Yes,14,3,4,5,3,0,0,0,0
802,33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,0,No,17,3,3,4,3,3,2,0,2
803,34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,3,No,17,3,4,6,3,0,0,0,0
804,48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,2,No,22,4,3,27,2,5,4,2,1
805,45,No,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,1,No,13,3,4,15,3,15,10,4,12
806,52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,7,No,19,3,4,18,3,8,6,4,0
807,38,No,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,0,Yes,14,3,2,9,3,8,7,2,7
808,29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,4,No,22,4,1,11,3,7,5,1,7
809,28,No,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,0,No,17,3,2,10,2,9,7,1,7
810,46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,3,No,12,3,4,23,3,12,9,4,9
811,38,No,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7,No,16,3,3,10,3,1,0,0,0
812,43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,8,No,11,3,3,18,3,8,7,0,1
813,39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,7,No,11,3,4,21,3,18,7,11,5
814,40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,1,No,14,3,1,21,4,20,7,4,9
815,21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,1,Yes,11,3,3,2,4,2,2,2,2
816,39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,9,No,15,3,3,9,2,5,4,0,3
817,36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,2,No,20,4,1,18,3,11,9,0,9
818,31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,0,No,12,3,1,3,3,2,2,2,2
819,28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,0,No,17,3,1,6,1,5,3,0,4
820,35,No,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,1,No,11,3,4,5,3,5,2,0,2
821,49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,6,No,17,3,2,22,3,9,8,2,3
822,34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,2,No,11,3,4,5,2,3,2,0,2
823,29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,0,No,14,3,4,8,2,7,5,1,1
824,42,No,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4,No,19,3,1,16,3,1,0,0,0
825,29,No,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,1,Yes,15,3,3,10,2,10,7,1,2
826,38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,1,No,13,3,4,7,4,7,6,5,0
827,28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,1,Yes,14,3,4,3,3,3,1,0,2
828,18,Yes,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1,No,12,3,4,0,3,0,0,0,0
829,33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,0,Yes,17,3,1,6,3,5,2,0,3
830,41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,3,Yes,11,3,1,6,3,1,0,0,0
831,31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,1,No,12,3,3,2,2,2,2,2,2
832,37,No,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,7,No,13,3,3,9,3,6,2,1,3
833,27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,1,No,13,3,3,4,3,4,2,2,2
834,34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,1,No,20,4,1,6,2,6,5,1,3
835,35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,1,No,17,3,2,6,1,5,4,1,4
836,29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,1,No,13,3,1,11,1,11,8,3,10
837,40,No,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,9,No,17,3,3,20,2,18,7,2,13
838,42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,0,Yes,12,3,2,22,2,21,9,13,14
839,42,No,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,7,No,13,3,4,9,4,6,4,1,5
840,35,No,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,6,No,12,3,2,10,3,8,0,1,7
841,24,No,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,8,No,22,4,4,6,3,4,3,1,2
842,28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,1,Yes,11,3,4,1,2,1,1,0,0
843,26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,1,No,22,4,2,8,3,8,7,0,7
844,30,No,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,1,No,18,3,1,10,3,10,3,1,4
845,40,No,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,3,Yes,13,3,4,16,1,1,1,0,0
846,35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,2,No,18,3,2,15,4,7,7,6,4
847,34,No,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,0,No,20,4,3,14,3,13,9,4,9
848,35,No,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,1,No,13,3,2,2,4,2,2,2,2
849,43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,8,No,13,3,2,7,2,4,3,1,3
850,32,No,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,1,No,12,3,3,1,3,1,0,0,0
851,56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,4,No,13,3,4,28,3,5,2,4,2
852,29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,1,No,13,3,1,10,3,10,8,0,8
853,19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,1,No,25,4,3,1,3,1,1,0,0
854,45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4,Yes,19,3,3,7,2,3,2,0,2
855,37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,1,No,13,3,2,14,2,14,8,3,11
856,20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,1,No,12,3,1,2,2,2,2,1,2
857,44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,1,Yes,11,3,3,6,3,6,4,0,2
858,53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,3,No,18,3,2,26,3,7,7,4,7
859,29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,0,Yes,18,3,1,6,2,5,4,1,3
860,22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,0,Yes,11,3,2,1,3,0,0,0,0
861,46,No,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,8,No,23,4,1,28,3,26,15,15,9
862,44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2,No,13,3,4,6,3,0,0,0,0
863,33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,1,No,13,3,4,5,3,5,4,1,4
864,41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,6,No,17,3,1,5,1,1,0,0,0
865,30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,8,No,19,3,3,8,3,4,3,0,3
866,40,No,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,5,No,12,3,4,5,3,0,0,0,0
867,50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,2,No,22,4,3,32,3,2,2,2,2
868,28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,1,No,12,3,3,6,3,6,5,3,3
869,46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,5,No,11,3,1,25,3,4,2,0,3
870,35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,3,Yes,15,3,4,15,3,7,7,1,7
871,24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,1,No,13,3,1,1,1,1,0,0,0
872,33,No,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,1,No,12,3,1,10,2,10,7,0,1
873,36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,1,No,14,3,3,7,3,7,7,1,7
874,30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,1,No,13,3,1,10,2,10,7,8,9
875,44,No,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,1,No,25,4,2,20,3,20,11,13,17
876,20,No,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,1,No,17,3,4,2,3,2,1,2,2
877,46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,2,No,11,3,3,12,2,6,3,1,4
878,42,No,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,7,No,16,3,1,10,4,4,3,0,3
879,60,No,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,0,Yes,18,3,2,12,3,11,7,1,9
880,32,No,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,1,No,20,4,3,2,3,2,2,2,2
881,32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4,Yes,14,3,4,10,3,8,7,0,7
882,36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,2,Yes,21,4,3,17,3,7,7,7,7
883,33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,0,No,13,3,2,15,3,14,10,4,10
884,40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,7,No,12,3,2,7,4,5,1,1,3
885,25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,0,No,14,3,2,5,3,4,3,1,1
886,30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,0,Yes,21,4,1,12,3,11,9,5,7
887,42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,3,Yes,17,3,3,20,3,1,0,0,0
888,35,No,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,4,Yes,11,3,2,16,2,13,2,4,12
889,27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,1,Yes,14,3,4,9,2,9,7,6,8
890,54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,7,No,17,3,1,33,1,5,4,1,4
891,44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,1,No,13,3,4,10,3,10,5,7,7
892,19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1,Yes,25,4,2,1,4,1,1,0,0
893,29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,1,No,15,3,1,3,3,3,2,1,2
894,54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,3,No,14,3,1,36,3,10,9,0,9
895,31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,1,Yes,12,3,4,6,2,6,5,0,1
896,31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,1,No,19,3,2,10,3,10,9,1,8
897,59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5,No,17,3,4,13,3,6,1,0,5
898,43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,3,No,14,3,2,25,3,8,7,0,7
899,49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,2,No,13,3,3,23,4,1,0,0,0
900,36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,1,No,12,3,3,12,2,11,10,0,7
901,48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,5,No,11,3,3,7,2,1,0,0,0
902,27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,1,No,11,3,2,5,3,5,3,0,3
903,29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,1,Yes,11,3,2,6,3,6,0,1,0
904,48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,6,No,12,3,3,25,4,1,0,0,0
905,29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,3,No,14,3,2,9,2,7,7,1,7
906,34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,3,Female,89,4,1,Research Scientist,3,Married,0,No,17,3,4,2,2,1,0,0,0
907,44,No,Travel_Rarely,1099,Sales,5,3,Marketing,2,Male,88,3,5,Manager,2,Married,7,No,11,3,3,26,3,22,9,3,10
908,33,No,Travel_Rarely,536,Sales,10,5,Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,0,Yes,14,3,4,10,3,9,8,0,8
909,19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,2,Female,57,4,1,Research Scientist,4,Single,1,Yes,12,3,4,1,3,1,0,0,1
910,23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,1,No,22,4,4,1,3,1,0,0,1
911,25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,3,Male,73,1,1,Sales Representative,4,Single,1,Yes,14,3,4,1,3,1,0,1,0
912,26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,1,Yes,20,4,2,8,2,8,5,2,2
913,45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,Female,94,1,5,Manager,2,Single,2,Yes,16,3,1,26,3,24,10,1,11
914,55,No,Non-Travel,177,Research & Development,8,1,Medical,4,Male,37,2,4,Healthcare Representative,2,Divorced,1,Yes,15,3,4,34,3,33,9,15,0
915,21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,Female,45,2,1,Laboratory Technician,3,Single,1,No,20,4,3,2,1,2,2,2,2
916,46,No,Travel_Rarely,168,Sales,4,2,Marketing,4,Female,33,2,5,Manager,2,Married,2,No,14,3,3,26,3,11,4,0,8
917,34,No,Travel_Rarely,131,Sales,2,3,Marketing,3,Female,86,3,2,Sales Executive,1,Single,0,Yes,12,3,4,4,3,3,2,0,2
918,51,No,Travel_Frequently,237,Sales,9,3,Life Sciences,4,Male,83,3,5,Manager,2,Divorced,4,Yes,24,4,1,31,2,29,10,11,10
919,59,No,Travel_Rarely,1429,Research & Development,18,4,Medical,4,Male,67,3,3,Manufacturing Director,4,Single,6,No,12,3,4,25,2,9,7,5,4
920,34,No,Travel_Frequently,135,Research & Development,19,3,Medical,3,Female,46,3,2,Laboratory Technician,2,Divorced,4,No,13,3,3,15,4,11,8,5,10
921,28,No,Travel_Frequently,791,Research & Development,1,4,Medical,4,Male,44,3,1,Laboratory Technician,3,Single,0,Yes,11,3,3,5,2,4,2,0,2
922,44,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,3,Male,92,4,5,Manager,1,Divorced,1,No,14,3,4,26,2,25,9,14,13
923,34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,3,Male,56,2,2,Human Resources,2,Married,4,No,11,3,4,14,4,10,9,1,8
