id,GeoName,Description,2016,2017,2018,2019,2020
14,Nevada (Metropolitan Portion),Nonfarm employment Private nonfarm employment Finance and insurance,84456,81394,87195,81415,85238
15,Nevada (Metropolitan Portion),Nonfarm employment Private nonfarm employment Real estate and rental and leasing,94522,97395,100453,95364,91922
16,Nevada (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",88023,91754,96990,99390,96215
17,Nevada (Metropolitan Portion),Nonfarm employment Private nonfarm employment Management of companies and enterprises,29980,29638,32706,31957,29718
18,Nevada (Metropolitan Portion),Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,120117,122125,127323,133098,117048
19,Nevada (Metropolitan Portion),Nonfarm employment Private nonfarm employment Educational services,15825,16746,17813,20279,18251
20,Nevada (Metropolitan Portion),Nonfarm employment Private nonfarm employment Health care and social assistance,128475,134301,141275,147407,144687
21,Nevada (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",49841,51300,54046,55200,42124
22,Nevada (Metropolitan Portion),Nonfarm employment Private nonfarm employment Accommodation and food services,308304,312345,313940,316474,228189
23,Nevada (Metropolitan Portion),Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),77093,79082,84179,85732,75476
24,Nevada (Metropolitan Portion),Government and government enterprises Federal civilian,17123,17455,17600,18068,19164
25,Nevada (Metropolitan Portion),Government and government enterprises Military,15647,16611,17101,17718,18004
26,Nevada (Metropolitan Portion),Government and government enterprises State and local State government,32787,33944,33924,34765,33524
27,Nevada (Metropolitan Portion),Government and government enterprises State and local Local government,86803,89565,89995,91139,87014
1,Nevada (Nonmetropolitan Portion) *,Wage and salary employment,100686,102628,104623,106336,102784
2,Nevada (Nonmetropolitan Portion) *,Proprietors employment Farm proprietors employment,2565,2467,2450,2414,2413
3,Nevada (Nonmetropolitan Portion) *,Proprietors employmentNonfarm proprietors employment 2/,29837,30245,30922,29026,27183
4,Nevada (Nonmetropolitan Portion) *,Farm employment,4286,4402,4139,4105,4200
7,Nevada (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Utilities,820,827,838,796,814
8,Nevada (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Construction,7142,7643,8280,8535,8176
9,Nevada (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Manufacturing,5874,5786,5986,6160,6025
10,Nevada (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Wholesale trade,2590,2552,2691,2695,2545
11,Nevada (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Retail trade,13375,13505,13562,13504,13767
12,Nevada (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Transportation and warehousing,3874,4126,4370,4540,4383
13,Nevada (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Information,1027,973,991,911,847
14,Nevada (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Finance and insurance,3763,3517,3740,3423,3650
15,Nevada (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Real estate and rental and leasing,6155,6366,6500,5783,5810
16,Nevada (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",6326,6381,6205,6341,6014
17,Nevada (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Management of companies and enterprises,927,924,1055,902,860
18,Nevada (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,5643,5837,5950,5899,5765
21,Nevada (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",4230,4562,4801,4799,3898
22,Nevada (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Accommodation and food services,16903,16834,16824,16842,13944
23,Nevada (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),6995,6930,7263,7289,6511
24,Nevada (Nonmetropolitan Portion) *,Government and government enterprises Federal civilian,1775,1747,1705,1705,1821
25,Nevada (Nonmetropolitan Portion) *,Government and government enterprises Military,1657,1806,1598,1658,1758
26,Nevada (Nonmetropolitan Portion) *,Government and government enterprises State and local State government,2609,2634,2689,2677,2560
27,Nevada (Nonmetropolitan Portion) *,Government and government enterprises State and local Local government,13065,13293,13440,13555,13147
1,New Hampshire (Metropolitan Portion),Wage and salary employment,426346,431766,436415,442019,416616
2,New Hampshire (Metropolitan Portion),Proprietors employment Farm proprietors employment,1506,1474,1466,1464,1464
3,New Hampshire (Metropolitan Portion),Proprietors employmentNonfarm proprietors employment 2/,119146,120759,123349,118270,117082
4,New Hampshire (Metropolitan Portion),Farm employment,2164,2045,2025,2026,2001
10,New Hampshire (Metropolitan Portion),Nonfarm employment Private nonfarm employment Wholesale trade,21578,21627,21580,21458,21150
11,New Hampshire (Metropolitan Portion),Nonfarm employment Private nonfarm employment Retail trade,71362,71870,70952,70077,66376
13,New Hampshire (Metropolitan Portion),Nonfarm employment Private nonfarm employment Information,11732,11884,11704,11441,11125
14,New Hampshire (Metropolitan Portion),Nonfarm employment Private nonfarm employment Finance and insurance,31928,29022,29095,28915,29485
15,New Hampshire (Metropolitan Portion),Nonfarm employment Private nonfarm employment Real estate and rental and leasing,25171,26101,26904,25440,25024
16,New Hampshire (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",42731,46427,47090,47083,47357
17,New Hampshire (Metropolitan Portion),Nonfarm employment Private nonfarm employment Management of companies and enterprises,6591,6308,6519,6586,6351
18,New Hampshire (Metropolitan Portion),Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,34133,34439,34421,34002,32570
19,New Hampshire (Metropolitan Portion),Nonfarm employment Private nonfarm employment Educational services,16090,16913,17350,17859,17092
20,New Hampshire (Metropolitan Portion),Nonfarm employment Private nonfarm employment Health care and social assistance,58893,60069,61524,62537,59336
21,New Hampshire (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",13139,13520,14141,13947,11026
22,New Hampshire (Metropolitan Portion),Nonfarm employment Private nonfarm employment Accommodation and food services,37233,38018,38690,39252,31866
23,New Hampshire (Metropolitan Portion),Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),27411,27384,28386,28542,25860
24,New Hampshire (Metropolitan Portion),Government and government enterprises Federal civilian,5380,5343,5485,5632,5771
25,New Hampshire (Metropolitan Portion),Government and government enterprises Military,2965,2920,2895,2951,2846
26,New Hampshire (Metropolitan Portion),Government and government enterprises State and local State government,10033,9963,9894,9872,9595
27,New Hampshire (Metropolitan Portion),Government and government enterprises State and local Local government,31968,32131,32391,32448,30596
1,New Hampshire (Nonmetropolitan Portion) *,Wage and salary employment,249884,250610,252614,254195,237312
2,New Hampshire (Nonmetropolitan Portion) *,Proprietors employment Farm proprietors employment,2455,2397,2385,2387,2385
3,New Hampshire (Nonmetropolitan Portion) *,Proprietors employmentNonfarm proprietors employment 2/,73789,75312,76215,71931,71322
4,New Hampshire (Nonmetropolitan Portion) *,Farm employment,3345,3170,3139,3145,3109
7,New Hampshire (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Utilities,1038,963,927,941,952
8,New Hampshire (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Construction,21783,20864,21127,21652,21977
9,New Hampshire (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Manufacturing,24928,24162,23284,25132,23327
10,New Hampshire (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Wholesale trade,9200,9321,9523,9586,9060
11,New Hampshire (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Retail trade,41487,41463,41048,40146,38620
13,New Hampshire (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Information,3500,3552,3498,3268,3167
14,New Hampshire (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Finance and insurance,13329,13413,13479,12759,12573
15,New Hampshire (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Real estate and rental and leasing,13542,14118,14499,13668,13430
16,New Hampshire (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",16892,17281,17479,17591,17720
17,New Hampshire (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Management of companies and enterprises,3291,3385,3546,3521,3475
18,New Hampshire (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,13056,13367,13982,13915,13458
19,New Hampshire (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Educational services,14644,14796,15175,15201,14401
20,New Hampshire (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Health care and social assistance,41865,41841,41844,42257,41109
21,New Hampshire (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",9164,9614,9872,9838,7772
22,New Hampshire (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Accommodation and food services,26026,26554,26508,26568,21034
23,New Hampshire (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),16510,16360,16926,16900,15534
24,New Hampshire (Nonmetropolitan Portion) *,Government and government enterprises Federal civilian,2277,2285,2287,2320,2535
25,New Hampshire (Nonmetropolitan Portion) *,Government and government enterprises Military,1563,1547,1538,1593,1580
26,New Hampshire (Nonmetropolitan Portion) *,Government and government enterprises State and local State government,15368,15143,14954,14899,14489
27,New Hampshire (Nonmetropolitan Portion) *,Government and government enterprises State and local Local government,24745,24595,24693,24733,23418
1,New Jersey (Metropolitan Portion),Wage and salary employment,4122611,4174109,4221307,4263847,3920973
2,New Jersey (Metropolitan Portion),Proprietors employment Farm proprietors employment,8666,8806,8823,8824,8818
3,New Jersey (Metropolitan Portion),Proprietors employmentNonfarm proprietors employment 2/,1259972,1264988,1319150,1297314,1236415
4,New Jersey (Metropolitan Portion),Farm employment,19832,19305,17699,16960,15676
5,New Jersey (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Forestry, fishing, and related activities",6989,6811,6809,6647,6457
6,New Jersey (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Mining, quarrying, and oil and gas extraction",4413,3823,3010,2766,2667
7,New Jersey (Metropolitan Portion),Nonfarm employment Private nonfarm employment Utilities,16834,15493,16473,16064,15281
8,New Jersey (Metropolitan Portion),Nonfarm employment Private nonfarm employment Construction,249911,249295,254846,254604,244792
9,New Jersey (Metropolitan Portion),Nonfarm employment Private nonfarm employment Manufacturing,259335,261116,263463,266645,252323
10,New Jersey (Metropolitan Portion),Nonfarm employment Private nonfarm employment Wholesale trade,238069,239393,238808,236751,222505
11,New Jersey (Metropolitan Portion),Nonfarm employment Private nonfarm employment Retail trade,547238,548667,542720,533023,486720
12,New Jersey (Metropolitan Portion),Nonfarm employment Private nonfarm employment Transportation and warehousing,257200,283932,305783,326501,315391
13,New Jersey (Metropolitan Portion),Nonfarm employment Private nonfarm employment Information,91738,89816,88723,85039,84848
14,New Jersey (Metropolitan Portion),Nonfarm employment Private nonfarm employment Finance and insurance,340074,340482,352557,344742,340740
15,New Jersey (Metropolitan Portion),Nonfarm employment Private nonfarm employment Real estate and rental and leasing,320402,332228,343910,335908,318053
16,New Jersey (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",461504,459361,467757,466254,457800
17,New Jersey (Metropolitan Portion),Nonfarm employment Private nonfarm employment Management of companies and enterprises,91521,91822,95100,97000,94356
18,New Jersey (Metropolitan Portion),Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,346854,350778,354146,356889,327807
19,New Jersey (Metropolitan Portion),Nonfarm employment Private nonfarm employment Educational services,137892,136814,137826,140595,130472
20,New Jersey (Metropolitan Portion),Nonfarm employment Private nonfarm employment Health care and social assistance,641923,651852,664638,678220,634851
21,New Jersey (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",122527,124718,129135,128229,93520
22,New Jersey (Metropolitan Portion),Nonfarm employment Private nonfarm employment Accommodation and food services,336151,342330,353194,359135,269020
23,New Jersey (Metropolitan Portion),Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),290410,288527,300441,302628,264490
24,New Jersey (Metropolitan Portion),Government and government enterprises Federal civilian,49430,49420,48590,48557,50621
25,New Jersey (Metropolitan Portion),Government and government enterprises Military,24609,24915,25098,25652,25473
26,New Jersey (Metropolitan Portion),Government and government enterprises State and local State government,140774,140097,141465,141939,139343
27,New Jersey (Metropolitan Portion),Government and government enterprises State and local Local government,395619,396908,397089,399237,373000
1,New Mexico (Metropolitan Portion),Wage and salary employment,599685,600718,607322,615759,576266
2,New Mexico (Metropolitan Portion),Proprietors employment Farm proprietors employment,8507,8464,8354,8382,8379
3,New Mexico (Metropolitan Portion),Proprietors employmentNonfarm proprietors employment 2/,146767,149064,151420,145428,141754
4,New Mexico (Metropolitan Portion),Farm employment,11408,11076,10940,10790,10893
6,New Mexico (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Mining, quarrying, and oil and gas extraction",10471,9353,8047,7515,6288
7,New Mexico (Metropolitan Portion),Nonfarm employment Private nonfarm employment Utilities,2582,2645,2450,2302,2331
9,New Mexico (Metropolitan Portion),Nonfarm employment Private nonfarm employment Manufacturing,24408,24013,22929,23633,22612
10,New Mexico (Metropolitan Portion),Nonfarm employment Private nonfarm employment Wholesale trade,19008,18762,17157,17394,16613
11,New Mexico (Metropolitan Portion),Nonfarm employment Private nonfarm employment Retail trade,78190,76969,76516,74665,71498
12,New Mexico (Metropolitan Portion),Nonfarm employment Private nonfarm employment Transportation and warehousing,17325,18608,19004,20878,20354
13,New Mexico (Metropolitan Portion),Nonfarm employment Private nonfarm employment Information,12985,12528,12122,11266,9569
14,New Mexico (Metropolitan Portion),Nonfarm employment Private nonfarm employment Finance and insurance,27735,27863,27812,28272,28406
15,New Mexico (Metropolitan Portion),Nonfarm employment Private nonfarm employment Real estate and rental and leasing,31099,31598,30277,30227,30141
16,New Mexico (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",57640,59071,58509,61384,61150
17,New Mexico (Metropolitan Portion),Nonfarm employment Private nonfarm employment Management of companies and enterprises,4809,4823,5109,5315,4945
18,New Mexico (Metropolitan Portion),Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,40845,43054,42846,43947,40917
19,New Mexico (Metropolitan Portion),Nonfarm employment Private nonfarm employment Educational services,13789,13390,13222,13645,12718
20,New Mexico (Metropolitan Portion),Nonfarm employment Private nonfarm employment Health care and social assistance,97693,97610,98487,99635,97428
21,New Mexico (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",18091,18753,18815,19825,14721
22,New Mexico (Metropolitan Portion),Nonfarm employment Private nonfarm employment Accommodation and food services,63290,64036,65143,65846,48577
23,New Mexico (Metropolitan Portion),Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),38947,38731,40044,39924,36596
24,New Mexico (Metropolitan Portion),Government and government enterprises Federal civilian,20434,20422,20145,20313,21058
25,New Mexico (Metropolitan Portion),Government and government enterprises Military,7088,7072,7223,7449,7458
26,New Mexico (Metropolitan Portion),Government and government enterprises State and local State government,44487,43538,43074,42964,42940
1,New Mexico (Nonmetropolitan Portion) *,Wage and salary employment,261471,261775,268484,274897,257767
2,New Mexico (Nonmetropolitan Portion) *,Proprietors employment Farm proprietors employment,12969,12946,12767,12824,12816
3,New Mexico (Nonmetropolitan Portion) *,Proprietors employmentNonfarm proprietors employment 2/,63120,62315,62161,59670,57776
4,New Mexico (Nonmetropolitan Portion) *,Farm employment,18418,17854,17625,17345,17535
7,New Mexico (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Utilities,2063,1977,1834,1889,1880
8,New Mexico (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Construction,16943,16961,18753,20743,19549
9,New Mexico (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Manufacturing,8778,8549,8434,8261,8253
10,New Mexico (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Wholesale trade,6364,6228,5928,6041,5679
11,New Mexico (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Retail trade,35443,34490,34181,33441,32823
12,New Mexico (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Transportation and warehousing,9053,9451,10604,11083,10614
13,New Mexico (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Information,2546,2501,2518,2232,1906
14,New Mexico (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Finance and insurance,7950,7602,7666,7388,7178
15,New Mexico (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Real estate and rental and leasing,8760,8668,9048,8782,8662
23,New Mexico (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),16406,16249,16636,16592,14834
24,New Mexico (Nonmetropolitan Portion) *,Government and government enterprises Federal civilian,8950,8857,8732,8764,9129
25,New Mexico (Nonmetropolitan Portion) *,Government and government enterprises Military,9997,10218,10384,10528,10616
26,New Mexico (Nonmetropolitan Portion) *,Government and government enterprises State and local State government,14228,13918,13670,13693,13625
27,New Mexico (Nonmetropolitan Portion) *,Government and government enterprises State and local Local government,38156,37707,35824,36031,33345
1,New York (Metropolitan Portion),Wage and salary employment,8999051,9113005,9279634,9398306,8462634
2,New York (Metropolitan Portion),Proprietors employment Farm proprietors employment,16194,15991,15973,15978,15965
3,New York (Metropolitan Portion),Proprietors employmentNonfarm proprietors employment 2/,2581131,2596901,2690313,2665539,2492553
4,New York (Metropolitan Portion),Farm employment,29882,30385,30028,30121,29476
7,New York (Metropolitan Portion),Nonfarm employment Private nonfarm employment Utilities,40832,38876,38531,38511,37286
8,New York (Metropolitan Portion),Nonfarm employment Private nonfarm employment Construction,508805,508288,529373,534860,484940
9,New York (Metropolitan Portion),Nonfarm employment Private nonfarm employment Manufacturing,420957,415119,393628,388498,373979
10,New York (Metropolitan Portion),Nonfarm employment Private nonfarm employment Wholesale trade,363499,362639,356071,350887,318204
11,New York (Metropolitan Portion),Nonfarm employment Private nonfarm employment Retail trade,1028786,1023159,1015171,997809,876593
12,New York (Metropolitan Portion),Nonfarm employment Private nonfarm employment Transportation and warehousing,410243,451580,489249,519490,469522
13,New York (Metropolitan Portion),Nonfarm employment Private nonfarm employment Information,305503,308500,314651,313065,301694
14,New York (Metropolitan Portion),Nonfarm employment Private nonfarm employment Finance and insurance,893051,887403,912668,915216,891196
15,New York (Metropolitan Portion),Nonfarm employment Private nonfarm employment Real estate and rental and leasing,653922,677404,699325,689910,645292
16,New York (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",963301,980936,992308,998730,964475
17,New York (Metropolitan Portion),Nonfarm employment Private nonfarm employment Management of companies and enterprises,165852,160892,168212,168047,152258
18,New York (Metropolitan Portion),Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,597651,605174,627979,650729,555674
19,New York (Metropolitan Portion),Nonfarm employment Private nonfarm employment Educational services,477901,477779,475328,481467,445928
20,New York (Metropolitan Portion),Nonfarm employment Private nonfarm employment Health care and social assistance,1597231,1628757,1685759,1750481,1673269
21,New York (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",345264,351998,365205,354745,256127
22,New York (Metropolitan Portion),Nonfarm employment Private nonfarm employment Accommodation and food services,768927,796621,799355,800032,545949
23,New York (Metropolitan Portion),Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),662168,651725,672798,673942,583378
24,New York (Metropolitan Portion),Government and government enterprises Federal civilian,110904,110926,109338,109645,114684
25,New York (Metropolitan Portion),Government and government enterprises Military,53620,54472,53228,52868,52634
26,New York (Metropolitan Portion),Government and government enterprises State and local State government,211018,210877,214093,215766,213699
27,New York (Metropolitan Portion),Government and government enterprises State and local Local government,950143,951720,1000921,1006284,964764
1,New York (Nonmetropolitan Portion) *,Wage and salary employment,512361,513417,515980,516120,472023
2,New York (Nonmetropolitan Portion) *,Proprietors employment Farm proprietors employment,14842,14636,14627,14627,14616
3,New York (Nonmetropolitan Portion) *,Proprietors employmentNonfarm proprietors employment 2/,135557,135934,136314,132465,124139
4,New York (Nonmetropolitan Portion) *,Farm employment,22176,22350,22160,22207,21854
7,New York (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Utilities,2279,2043,1949,2037,2037
8,New York (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Construction,33615,33113,34052,33614,32087
9,New York (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Manufacturing,63095,62529,63077,62673,58485
10,New York (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Wholesale trade,13457,13209,13315,13189,12183
11,New York (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Retail trade,79979,79084,77602,75473,71251
12,New York (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Transportation and warehousing,17261,17909,18380,18991,17359
13,New York (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Information,6457,6332,6090,5764,5142
14,New York (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Finance and insurance,19925,19511,19837,19500,19043
15,New York (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Real estate and rental and leasing,19173,19634,20230,19693,18095
16,New York (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",24533,24578,23930,24870,23969
17,New York (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Management of companies and enterprises,5139,4835,4856,4945,5000
18,New York (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,22056,21574,22362,21758,20708
19,New York (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Educational services,13820,13862,13512,13681,12331
20,New York (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Health care and social assistance,86622,87357,87839,87277,82633
21,New York (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",15981,16229,16555,16063,11626
22,New York (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Accommodation and food services,48269,50031,51137,52037,39726
23,New York (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),36137,35691,36354,36364,32623
24,New York (Nonmetropolitan Portion) *,Government and government enterprises Federal civilian,5601,5578,5509,5568,5862
25,New York (Nonmetropolitan Portion) *,Government and government enterprises Military,2264,2175,2124,2128,2121
26,New York (Nonmetropolitan Portion) *,Government and government enterprises State and local State government,30686,31553,31983,32334,31670
27,New York (Nonmetropolitan Portion) *,Government and government enterprises State and local Local government,84259,84475,85594,85533,78239
1,North Carolina (Metropolitan Portion),Wage and salary employment,3864044,3933098,4009115,4101742,3944837
2,North Carolina (Metropolitan Portion),Proprietors employment Farm proprietors employment,23453,23063,23060,22964,22851
3,North Carolina (Metropolitan Portion),Proprietors employmentNonfarm proprietors employment 2/,997476,1024661,1075099,1072954,1030319
4,North Carolina (Metropolitan Portion),Farm employment,37564,35253,34622,37649,35875
5,North Carolina (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Forestry, fishing, and related activities",12872,12662,13206,13061,12805
7,North Carolina (Metropolitan Portion),Nonfarm employment Private nonfarm employment Utilities,13653,12735,13218,12999,13023
8,North Carolina (Metropolitan Portion),Nonfarm employment Private nonfarm employment Construction,271830,278440,296184,307629,302212
9,North Carolina (Metropolitan Portion),Nonfarm employment Private nonfarm employment Manufacturing,381142,381979,386061,387197,366400
10,North Carolina (Metropolitan Portion),Nonfarm employment Private nonfarm employment Wholesale trade,177271,179832,177873,181774,177305
11,North Carolina (Metropolitan Portion),Nonfarm employment Private nonfarm employment Retail trade,493141,501464,502134,501314,485609
12,North Carolina (Metropolitan Portion),Nonfarm employment Private nonfarm employment Transportation and warehousing,155296,167851,181772,200639,211116
13,North Carolina (Metropolitan Portion),Nonfarm employment Private nonfarm employment Information,86389,87563,89118,84080,81528
14,North Carolina (Metropolitan Portion),Nonfarm employment Private nonfarm employment Finance and insurance,233744,238960,253260,259632,269651
15,North Carolina (Metropolitan Portion),Nonfarm employment Private nonfarm employment Real estate and rental and leasing,217261,225698,236680,230906,226150
16,North Carolina (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",321971,337620,357885,366951,367346
17,North Carolina (Metropolitan Portion),Nonfarm employment Private nonfarm employment Management of companies and enterprises,82135,79714,82897,83795,82734
18,North Carolina (Metropolitan Portion),Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,351586,355263,359640,366959,351828
19,North Carolina (Metropolitan Portion),Nonfarm employment Private nonfarm employment Educational services,128431,129317,129392,134435,125829
20,North Carolina (Metropolitan Portion),Nonfarm employment Private nonfarm employment Health care and social assistance,459320,471590,483267,494993,481449
21,North Carolina (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",110946,115552,119312,120298,93005
22,North Carolina (Metropolitan Portion),Nonfarm employment Private nonfarm employment Accommodation and food services,366110,379026,386168,396938,328239
23,North Carolina (Metropolitan Portion),Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),269687,272136,284068,288946,271131
24,North Carolina (Metropolitan Portion),Government and government enterprises Federal civilian,66075,66713,67101,68536,71159
25,North Carolina (Metropolitan Portion),Government and government enterprises Military,119098,119926,118836,119604,117857
26,North Carolina (Metropolitan Portion),Government and government enterprises State and local State government,171443,171850,172319,175165,171184
27,North Carolina (Metropolitan Portion),Government and government enterprises State and local Local government,349504,353459,356032,358293,349803
1,North Carolina (Nonmetropolitan Portion) *,Wage and salary employment,721681,721409,725076,732834,698647
2,North Carolina (Nonmetropolitan Portion) *,Proprietors employment Farm proprietors employment,16256,15999,15996,15926,15845
3,North Carolina (Nonmetropolitan Portion) *,Proprietors employmentNonfarm proprietors employment 2/,202460,200733,206746,203955,195903
4,North Carolina (Nonmetropolitan Portion) *,Farm employment,29433,27381,26786,29625,27996
5,North Carolina (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Forestry, fishing, and related activities",12825,12591,12826,12533,12190
7,North Carolina (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Utilities,2661,2336,2480,2589,2596
8,North Carolina (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Construction,61003,61874,64785,65585,63857
9,North Carolina (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Manufacturing,105198,106142,108546,109117,103994
10,North Carolina (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Wholesale trade,22822,22077,21779,22154,21367
11,North Carolina (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Retail trade,106423,106321,105456,104121,103616
12,North Carolina (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Transportation and warehousing,23879,24348,24802,25530,25172
13,North Carolina (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Information,7900,7689,7441,7239,6475
14,North Carolina (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Finance and insurance,26500,25964,26981,25831,25495
15,North Carolina (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Real estate and rental and leasing,36307,37022,38234,36873,36006
16,North Carolina (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",29081,28973,30304,31343,31238
17,North Carolina (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Management of companies and enterprises,9338,8886,8811,8147,7049
18,North Carolina (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,52577,53124,54771,52475,53307
